Name,Pos,Date,Team,Opp,Result,Att,Cmp,Pct,Yds,YPA,TD,Int,Lg,Sack,Rate,,,,,,,,,,
,,11/17/13,Cin,Cle,"W, 41-20",27,13,48.1,93,3.4,3,2,25t,0/0,62.7,11/17/13,Cin,Cle,"W, 41-20",4,0,0,1,0,0
,,12/1/13,Cin,@ SD,"W, 17-10",23,14,60.9,190,8.3,1,1,50,0/0,83.6,12/1/13,Cin,@ SD,"W, 17-10",3,9,3,11,0,1
,,12/8/13,Cin,Ind,"W, 42-28",35,24,68.6,275,7.9,3,0,29t,0/0,120.5,12/8/13,Cin,Ind,"W, 42-28",5,11,2.2,8t,1,1
,,12/15/13,Cin,@ Pit,"L, 30-20",44,25,56.8,230,5.2,2,0,19,8-Jan,86.4,12/15/13,Cin,@ Pit,"L, 30-20",4,20,5,9,0,1
,,12/22/13,Cin,Min,"W, 42-14",38,27,71.1,363,9.6,4,0,41,18-Feb,136.2,12/22/13,Cin,Min,"W, 42-14",1,10,10,10,0,0
,,12/29/13,Cin,Bal,"W, 34-17",36,21,58.3,281,7.8,2,4,53t,0/0,62.2,12/29/13,Cin,Bal,"W, 34-17",6,23,3.83,9,1,1
,,1/5/14,Cin,SD,"L, 27-10",51,29,56.9,334,6.5,1,2,49,8-Mar,67,1/5/14,Cin,SD,"L, 27-10",5,26,5.2,12,0,0
,,9/7/14,Cin,@ Bal,"W, 23-16",38,25,65.8,301,7.9,1,0,77t,0/0,98.7,9/7/14,Cin,@ Bal,"W, 23-16",6,3,0.5,3,0,0
,,9/14/14,Cin,Atl,"W, 24-10",23,15,65.2,252,11,1,0,76t,0/0,116.6,9/14/14,Cin,Atl,"W, 24-10",3,6,2,4,0,1
,,9/21/14,Cin,Ten,"W, 33-7",23,15,65.2,169,7.3,0,1,29,0/0,68.9,9/21/14,Cin,Ten,"W, 33-7",3,3,1,3,0,2
,,10/5/14,Cin,@ NE,"L, 43-17",24,15,62.5,204,8.5,2,0,37t,8-Jan,117.4,10/5/14,Cin,@ NE,"L, 43-17",2,16,8,12,0,1
,,10/12/14,Cin,Car,"T, 37-37",43,33,76.7,323,7.5,2,2,34t,3-Jan,93.5,10/12/14,Cin,Car,"T, 37-37",4,25,6.25,20,0,3
,,10/19/14,Cin,@ Ind,"L, 27-0",38,18,47.4,126,3.3,0,0,32,17-Mar,55.4,10/19/14,Cin,@ Ind,"L, 27-0",1,0,0,0,0,0
,,10/26/14,Cin,Bal,"W, 27-24",28,21,75,266,9.5,0,1,53,27-Feb,89.3,10/26/14,Cin,Bal,"W, 27-24",6,14,2.33,5,2,4
,,11/2/14,Cin,Jax,"W, 33-23",31,19,61.3,233,7.5,2,2,36,1-Feb,79.1,11/2/14,Cin,Jax,"W, 33-23",2,11,5.5,8,0,0
,,11/6/14,Cin,Cle,"L, 24-3",33,10,30.3,86,2.6,0,3,18,14-Feb,2,11/6/14,Cin,Cle,"L, 24-3",3,8,2.67,4,0,1
,,11/16/14,Cin,@ NO,"W, 27-10",22,16,72.7,220,10,3,0,38,1-Jan,143.9,11/16/14,Cin,@ NO,"W, 27-10",5,12,2.4,11,0,1
,,11/23/14,Cin,@ Hou,"W, 22-13",35,24,68.6,233,6.7,1,1,20,0/0,84.6,11/23/14,Cin,@ Hou,"W, 22-13",7,6,0.86,3,0,1
,,11/30/14,Cin,@ TB,"W, 14-13",27,19,70.4,176,6.5,1,3,30,11-Feb,60.6,11/30/14,Cin,@ TB,"W, 14-13",3,7,2.33,5t,1,2
,,12/7/14,Cin,Pit,"L, 42-21",29,21,72.4,302,10.4,2,0,81t,5-Feb,128.8,12/7/14,Cin,Pit,"L, 42-21",4,22,5.5,20t,1,1
,,12/14/14,Cin,@ Cle,"W, 30-0",24,14,58.3,117,4.9,0,1,15,14-Feb,53.6,12/14/14,Cin,@ Cle,"W, 30-0",2,3,1.5,2,0,1
,,12/22/14,Cin,Den,"W, 37-28",25,17,68,146,5.8,2,1,22t,0/0,93.1,12/22/14,Cin,Den,"W, 37-28",6,25,4.17,10,0,2
,,12/28/14,Cin,@ Pit,"L, 27-17",38,27,71.1,244,6.4,2,2,19,23-Mar,83.7,12/28/14,Cin,@ Pit,"L, 27-17",3,8,2.67,5,0,1
,,1/4/15,Cin,@ Ind,"L, 26-10",35,18,51.4,155,4.4,0,0,26,11-Mar,63.4,1/4/15,Cin,@ Ind,"L, 26-10",4,34,8.5,16,0,2
,,9/13/15,Cin,@ Oak,"W, 33-13",34,25,73.5,269,7.9,2,0,31,0/0,115.9,9/13/15,Cin,@ Oak,"W, 33-13",4,1,0.25,3,0,0
,,9/20/15,Cin,SD,"W, 24-19",26,16,61.5,214,8.2,3,0,45t,0/0,126.1,9/20/15,Cin,SD,"W, 24-19",5,10,2,6,0,0
,,9/27/15,Cin,@ Bal,"W, 28-24",32,20,62.5,383,12,3,1,80t,11-Feb,122.3,9/27/15,Cin,@ Bal,"W, 28-24",5,10,2,7t,1,2
,,10/4/15,Cin,KC,"W, 36-21",24,17,70.8,321,13.4,1,0,55t,0/0,127.1,10/4/15,Cin,KC,"W, 36-21",3,16,5.33,8,0,1
,,10/11/15,Cin,Sea,"W, 27-24",44,30,68.2,331,7.5,2,1,44,21-Apr,95.9,10/11/15,Cin,Sea,"W, 27-24",7,18,2.57,6,1,3
,,10/18/15,Cin,@ Buf,"W, 34-21",33,22,66.7,243,7.4,3,0,42,0/0,118.6,10/18/15,Cin,@ Buf,"W, 34-21",3,-2,-0.67,0,0,0
,,11/1/15,Cin,@ Pit,"W, 16-10",38,23,60.5,231,6.1,1,2,38,13-Mar,64.7,11/1/15,Cin,@ Pit,"W, 16-10",6,4,0.67,5,0,0
,,11/5/15,Cin,Cle,"W, 31-10",27,21,77.8,234,8.7,3,0,29,15-Feb,139.8,11/5/15,Cin,Cle,"W, 31-10",6,5,0.83,6,0,1
,,11/16/15,Cin,Hou,"L, 10-6",38,22,57.9,197,5.2,0,1,26,15-Apr,61,11/16/15,Cin,Hou,"L, 10-6",4,31,7.75,11,0,2
,,11/22/15,Cin,@ Ari,"L, 34-31",39,22,56.4,315,8.1,2,0,42,Apr-37,99.8,11/22/15,Cin,@ Ari,"L, 34-31",8,34,4.25,12,0,2
,,11/29/15,Cin,Stl,"W, 31-7",27,20,74.1,233,8.6,3,1,45,0/0,121.4,11/29/15,Cin,Stl,"W, 31-7",2,4,2,5,0,0
,,12/6/15,Cin,@ Cle,"W, 37-3",19,14,73.7,220,11.6,2,0,57,6-Jan,146.8,12/6/15,Cin,@ Cle,"W, 37-3",4,11,2.75,4,1,2
,,12/13/15,Cin,Pit,"L, 33-20",5,3,60,59,11.8,0,1,24,0/0,61.7,12/13/15,Cin,Pit,"L, 33-20",0,0,0,0,0,0
,,9/11/16,Cin,@ NYJ,"W, 23-22",30,23,76.7,366,12.2,1,1,54t,Jul-42,114,9/11/16,Cin,@ NYJ,"W, 23-22",3,7,2.33,5,0,1
,,9/18/16,Cin,@ Pit,"L, 24-16",54,31,57.4,366,6.8,1,0,29,Jan-00,84.3,9/18/16,Cin,@ Pit,"L, 24-16",2,7,3.5,5,0,0
,,9/25/16,Cin,Den,"L, 29-17",31,21,67.7,206,6.6,0,1,27,17-Apr,72.8,9/25/16,Cin,Den,"L, 29-17",6,40,6.67,15,0,2
,,9/29/16,Cin,Mia,"W, 22-7",31,22,71,296,9.5,1,0,51,11-Jan,111.8,9/29/16,Cin,Mia,"W, 22-7",6,-12,-2,0,0,0
,,10/9/16,Cin,@ Dal,"L, 28-14",41,29,70.7,269,6.6,2,0,22,20-Apr,104.6,10/9/16,Cin,@ Dal,"L, 28-14",6,34,5.67,13,0,3
,,10/16/16,Cin,@ NE,"L, 35-17",31,21,67.7,254,8.2,1,0,32,17-Feb,103.4,10/16/16,Cin,@ NE,"L, 35-17",2,17,8.5,15,1,2
,,10/23/16,Cin,Cle,"W, 31-17",28,19,67.9,308,11,2,0,48t,20-Mar,128.3,10/23/16,Cin,Cle,"W, 31-17",0,0,0,0,0,0
